Price,Distance,Rooms
,6.3,2
,6.3,3
2000000,6.3,3
2360000,4.3,4
2100000,4.3,5
,4.3,5
1190000,4.3,3
1010000,4.3,3
425000,4.3,2
1700000,4.3,2
1200000,10.2,2
,10.2,4
1400000,10.2,3
1445000,10.2,3
,10.2,3
1255000,10.2,5
926240,21.5,3
1225000,21.5,3
645000,21.5,2
995000,21.5,4
,16.5,4
,9.5,3
,9.5,3
,9.5,5
,9.5,2
480000,37.5,3
,6.4,3
795000,7.9,2
2150000,7.9,4
2750000,7.9,5
,7.9,3
580000,7.9,2
2050000,7.9,4
,7.9,3
,7.9,2
,9.7,5
1662500,9.7,4
1760000,9.7,3
1550000,9.7,5
1850000,9.7,4
,9.7,3
790000,9.7,3
,9.7,5
1400000,9.7,4
1600000,9.7,5
610000,9.7,2
1135000,9.7,2
1500000,9.7,3
1525000,9.7,4
718500,23.2,3
,23.2,4
2050000,17.3,4
1620000,17.3,4
840000,17.3,3
460000,17.3,1
1580000,17.3,4
,17.3,3
1810000,17.3,4
1270000,11.4,3
,11.4,1
1550000,11.4,5
,11.4,3
1520000,11.4,5
1305000,11.4,3
,11.4,3
1715000,11.4,4
,13.8,3
800000,13.8,3
1500000,13.8,4
,13.8,5
,13.8,4
800000,13.8,3
,13.8,3
1350000,13.8,4
960000,13.8,3
1030000,13.8,3
,13.8,3
581000,35.2,3
817000,17.3,2
1225000,13.4,3
,13.4,4
,13.4,3
1825000,13.4,5
958000,13.4,3
997000,13.4,4
900000,13.4,3
,13.4,5
,13.4,4
1050000,13.4,4
800000,27,3
,27,3
,25,3
975000,10.9,3
1920000,10.5,4
1202500,10.5,3
1350000,10.5,3
,10.5,3
400000,10.5,1
,10.5,3
2325000,10.5,5
,10.5,4
,10.5,4
1105000,10.3,3
1050000,10.3,2
,10.3,3
1360000,10.3,4
2000000,10.3,4
,10.3,3
,10.3,3
515000,14,3
585000,14,4
934000,5.2,3
490000,5.2,2
960000,5.2,3
,5.2,2
275000,5.2,1
860000,5.2,3
1165000,5.2,4
1450000,5.2,4
,5.2,3
1400000,10.8,4
,10.8,3
,10.8,3
1200000,10.8,3
700000,12.1,3
721000,12.1,3
2188000,10.4,5
1375000,10.4,4
1405000,10.4,3
1020000,14.7,3
1900000,7.7,4
1500000,7.7,3
1500000,7.7,3
1907000,7.7,4
,7.7,3
1820000,7.7,4
,7.7,3
1450000,7.7,3
1400000,7.7,3
900000,7.7,3
1600000,7.7,4
2550000,8.4,3
,8.4,5
414000,3.5,1
,3.5,2
2450000,3.5,4
280000,10.1,1
620000,10.1,2
1850000,10.1,4
332000,10.1,1
,7.8,4
1350000,8.7,3
1525000,8.7,4
,27,3
890000,27,4
1300000,17.9,4
,17.9,3
,17.9,3
,17.9,3
820000,17.9,3
1200000,17.9,3
1650000,17.9,4
680000,17.9,2
1275000,17.9,3
,27.1,5
780000,17.5,3
,16.7,4
,16.7,3
795000,16.7,4
,16.7,2
,17.5,3
555000,17.5,2
1466000,3.6,3
947500,3.6,3
,3.6,6
750000,6.7,2
850000,6.7,2
1200000,6.7,4
950000,6.7,3
,6.7,5
550000,6.7,2
953000,6.7,2
900000,6.7,3
585000,6.7,2
1010000,6.7,3
675000,2,2
805000,2,2
480000,17.4,3
425000,20.6,4
603000,20.6,4
725000,20.6,4
380000,20.6,2
537000,20.6,3
610000,20.6,4
781000,20.6,5
560000,20.6,3
503500,34.7,4
2292000,2.4,3
900000,2.4,2
920000,23,3
,14.8,4
620000,21.8,3
980000,22.2,4
920000,22.2,4
1220000,12.4,5
1210000,12.4,5
1350000,12.4,5
,12.4,4
860000,14.3,3
1030000,16.1,3
710000,16.1,3
2700000,16.1,5
,16.1,4
465000,25.9,3
2700000,8.9,5
1700000,1.3,2
670000,27,3
1770077,7.2,3
1150000,7.2,2
650000,7.2,2
1775000,7.2,4
1736000,7.2,3
762000,7.2,3
1220000,18,5
412000,7.2,1
450000,7.2,2
,7.2,2
1350000,7.2,3
750000,36.9,3
850000,28.5,5
,19.6,3
538000,19.6,3
591000,7.5,2
910000,7.5,3
825000,7.5,3
1815000,7.5,4
1600000,7.5,4
,7.5,3
980000,8.2,3
1250000,5.7,3
650000,13.1,3
480000,13.1,2
850000,13.1,3
1000000,24.8,5
,2.1,3
950000,2.1,2
1300000,3.6,3
1501000,3.6,3
,3.6,2
520000,5.1,2
493000,5.1,2
,5.1,2
820000,15.4,3
617500,38,3
600000,38,4
,38,3
455000,36.9,3
1375000,38,3
,38,4
590000,45.9,3
483000,45.9,4
1217500,45.9,3
,45.9,3
535000,10.1,2
,10.1,2
,10.1,3
1100000,7.3,3
,7.3,3
,7.3,3
1700000,7.3,4
,7.3,4
1140000,7.3,2
2661000,7.3,4
1220000,7.3,2
655000,7.3,2
1750000,7.3,4
,16.7,4
1520000,16.7,5
730000,16.7,3
,16.7,4
1410000,16.7,4
,16.7,4
1000000,16.7,4
1620000,16.7,4
,11.2,3
,11.2,3
735000,11.2,4
,11.2,4
742300,11.2,4
1110000,16.1,4
800000,16.1,3
1775000,20.4,4
651000,20.4,3
801000,20.4,5
,11.2,3
2475000,13.8,4
,13.8,4
,13.8,3
,13.8,3
1840000,13.8,3
,13.8,5
,13.8,4
,13.8,3
1110000,13.8,3
1500000,13.8,3
385000,5.3,1
2600000,5.3,4
681000,5.3,2
600000,5.3,2
,5.3,2
,5.3,2
2180000,5.3,4
,5.3,2
,5.3,2
,6.2,3
1321000,6.2,2
1610000,6.2,3
,6.2,1
,6.2,4
611000,6.2,2
,21.3,4
,21.3,3
,8.9,4
855000,8.9,3
660000,8.8,3
1150000,16,2
,16,3
1240000,16,3
,18.4,4
581000,18.4,3
,12.3,3
,12.3,2
1220000,7.8,4
369000,7.8,1
1970000,7.8,5
2600000,7.8,5
,11.7,3
660000,11.7,3
,5.4,4
,5.4,5
,5.4,4
870000,5.4,2
1510000,5.4,3
,5.4,3
1200000,7.3,3
2438000,7.3,4
,7.3,4
,25.2,3
,25.2,4
960000,6.4,3
,23.3,3
,16.3,3
615000,16.3,3
570000,16.3,4
,16.3,4
640500,16.3,4
540000,15.5,3
,14.6,3
2000000,14.6,4
1105000,12.7,4
,6.4,3
770000,6.4,3
1950000,5.9,3
430000,5.9,1
2350000,8.4,5
951000,8.4,2
,8.4,3
680000,8.4,2
595000,8.4,2
,8.4,4
,8.4,4
1100000,8.4,2
,27.2,4
855000,4.3,3
529000,4.3,2
,4.3,5
350000,4.3,1
1602000,11.4,3
,17.4,3
572500,17.4,3
460500,0,2
366000,20,1
,25.9,4
,25.9,3
,20.6,4
,20.6,3
1950000,20.6,4
580000,17.9,3
,17.9,4
,17.9,3
,17.9,5
636000,17.9,3
596500,17.9,3
,17.2,3
,17.2,3
,17.2,4
653000,34.1,3
1700000,6.2,4
995000,6.2,2
,6.2,3
,14.3,3
1300000,14.3,4
2400000,14.2,5
690000,14.2,3
2400000,14.2,4
1386000,18.8,5
960000,18.8,5
,10.1,3
,10.1,3
850000,10.1,2
,34.1,4
,34.1,3
880000,6.2,3
880000,6.2,3
930000,10.4,2
,10.4,3
,22.7,4
,1.8,2
,1.8,2
895000,1.8,2
971000,5.3,2
857000,5.3,3
1230000,5.3,2
935000,5.3,3
1160000,5.3,3
695000,11.2,3
875000,12.3,3
900000,12.3,4
,11.4,3
885000,11.4,3
,21.5,3
580000,21.5,2
1175000,21.5,4
1100000,21.5,3
,21.5,4
648000,21.5,2
1050000,1.8,3
920000,8.5,3
584000,8.5,2
575000,8.5,3
770000,31.2,4
700000,31.2,3
650000,14.7,4
,14.7,4
,14.7,3
,14.7,3
,14.7,3
1145000,3.5,3
,3.5,2
1289000,3.5,2
718000,3.5,2
1015000,3.5,2
,3.5,4
,4.6,1
715500,4.6,2
2675000,4.6,4
470000,4.6,1
592100,4.6,2
880000,8.4,3
850000,8.4,3
,8.4,4
750000,8.4,3
585000,8.4,2
865050,8.4,3
515000,8.4,2
885000,8.4,3
450000,12,2
,12,3
775000,12,3
481000,12,2
595000,12,2
,12,4
,12,3
720000,12,2
600000,12,3
460000,12,2
,12,3
734500,12,3
900000,12,3
600000,2.4,2
1070000,2.4,2
570000,2.4,2
558000,2.4,1
1245000,2.4,2
,2.4,2
445000,2.4,1
820000,21.3,5
850000,21.3,3
910000,8.9,3
,8.9,3
,23.5,3
698500,20.6,4
1205000,5.1,3
290000,1.9,1
647000,20.5,3
879000,20.5,5
627000,20.5,3
,2.7,2
660000,2.7,2
901000,2.7,2
375000,0.7,1
,0.7,2
,0.7,2
550000,0.7,2
,0.7,2
,20.8,4
760000,5,2
,5,2
525000,5,2
680000,5,2
618500,5,2
,5,2
1650000,5,4
680000,8.2,2
1430000,8.2,5
900000,8.2,3
,8.2,3
673000,10.5,3
700000,10.5,3
820000,10.5,4
726000,10.5,3
,10.2,4
1650000,10.2,3
1961000,10.2,4
2425000,10.2,5
1815000,10.2,4
,10.2,3
1905000,10.2,3
1575000,10.2,5
1720000,10.2,4
,18,3
,18,3
625000,15.5,4
640000,15.5,3
800000,15.5,3
1430000,15.5,3
1170000,12.4,5
589000,15.3,3
630000,15.3,3
625000,15.3,3
560000,15.3,3
585000,15.3,3
618250,15.3,3
1000000,7,3
480000,7,2
1250000,7,4
1260000,7,2
1080000,7,3
531000,7,2
840000,7,3
892500,7,3
615000,7,2
1510000,7,3
700000,4.1,2
1260000,4.1,2
795000,4.1,2
630000,4.1,2
2800000,4.1,3
600000,12.9,3
512500,12.9,3
346000,12.9,2
933000,8.9,4
855000,8.9,3
1200000,8.9,4
820000,14.7,3
1280000,14.7,5
,14.7,3
1763000,21.1,5
820000,14.5,3
,14.5,2
665000,14.5,3
490000,14.7,4
,14.7,3
,14.7,1
916000,6.4,3
,16.7,5
1430000,6.8,3
,6.8,3
,6.8,4
2350000,6.8,4
2370000,6.8,4
,6.8,4
826000,6.8,2
,4.6,1
2500000,4.6,4
,4.6,2
2850000,4.6,3
,25.5,4
482000,25.5,4
647500,25.5,4
435000,25.5,3
1575000,6.3,3
370000,6.3,1
1310000,3,2
1720000,7.5,1
1705000,7.5,2
985000,10.4,4
700000,10.4,3
509500,10.4,2
495000,14,3
2575000,3,3
1322500,3,2
,3,2
1562500,3,2
670000,10.5,2
644500,10.5,4
2000000,5.7,3
447000,11,2
750000,15.5,4
870000,15.5,7
708000,9.4,3
656000,9.4,3
883000,9.4,4
965000,9.4,4
870000,9.4,3
681000,9.4,3
,6.3,3
1800000,6.3,3
,6.3,4
2200000,6.3,4
1100000,4.3,4
1255000,4.3,3
1483000,4.3,4
432000,4.3,2
1665000,10.2,3
1631000,10.2,3
,10.2,3
1500000,10.2,4
895000,21.5,4
1250000,21.5,3
962000,21.5,3
,9.5,3
650000,9.5,3
725000,9.5,3
502500,6.4,2
520000,6.4,2
2730000,7.9,4
2410000,7.9,4
2530000,7.9,4
,7.9,2
,7.9,3
,9.7,3
1750000,9.7,5
1636000,9.7,3
2000000,9.7,5
1480000,9.7,3
,9.7,4
3000000,9.7,4
1818000,9.7,3
,9.7,3
818000,23.2,4
,23.2,3
,23.2,3
1307000,17.3,4
1293000,11.4,3
1250000,11.4,4
1390000,11.4,3
1400000,11.4,3
1328000,11.4,3
1247000,11.4,4
1311000,11.4,3
1100000,11.4,3
,11.4,3
,13.8,4
1085000,13.8,3
1325000,13.8,4
850000,35.2,4
880000,17.3,3
1100000,17.3,2
1650000,17.3,4
2000000,13.4,4
1258000,13.4,3
1290000,13.4,3
1110000,13.4,4
690000,13.4,3
1340000,13.4,3
785000,25,5
975000,10.9,4
1325000,10.9,3
750000,10.9,3
1400000,10.9,3
1500000,10.9,3
770000,16.1,3
3295888,10.5,4
1205000,10.5,3
375000,10.5,1
,10.5,4
756000,10.5,2
,10.5,4
2050000,10.3,4
2550000,10.3,5
905000,10.3,2
1355000,10.3,3
1845000,10.3,2
2110000,10.3,4
1760000,10.3,5
2655000,10.3,4
2050000,10.3,5
591000,14,3
,14,3
770000,5.2,2
279500,5.2,1
1800000,5.2,4
,5.2,4
1350000,5.2,4
1320000,5.2,4
,5.2,4
,5.2,2
1170000,4,3
370000,4,1
,5.2,2
,5.2,2
1205000,5.2,7
775000,5.2,3
380000,5.2,2
1095000,5.2,3
680000,5.2,2
1302000,10.8,4
1050000,10.8,3
,10.8,4
655000,12.1,4
753000,12.1,3
550500,12.1,3
1265000,12.1,5
1175000,10.4,3
1521000,10.4,3
,14.7,3
,14.7,4
,14.8,3
,14.8,3
,7.7,4
550000,7.7,2
2608000,7.7,5
,7.7,1
,7.7,3
1410000,7.7,3
1780000,7.7,3
,7.7,5
,7.7,3
,16.6,5
,8.4,4
2350000,8.4,5
1680000,8.4,3
1640000,8.4,3
920000,1.6,3
1330000,3.5,2
,10.1,2
345000,10.1,1
420000,14.8,3
628000,31.2,3
1400000,7.8,3
2830000,7.8,4
,8.7,2
525500,8.7,2
992000,11.7,3
,11.7,3
650000,11.7,3
386000,27,2
691000,27,3
600000,17.9,2
1232000,17.9,5
1440000,17.9,3
956000,17.9,3
808000,17.5,3
665000,17.5,3
850000,17.5,3
1309000,16.7,3
1460000,16.7,3
739000,17.5,3
806000,17.5,4
635000,17.5,3
2560000,3.6,4
1620000,3.6,2
,3.6,4
,6.7,2
903000,6.7,2
1000000,6.7,3
,6.7,3
1742000,6.7,4
523000,6.7,2
772000,6.7,3
1260000,2,2
,2,5
446000,20.6,5
,20.6,4
,20.6,3
,20.6,3
532000,20.6,4
,20.6,3
500000,20.6,3
,20.6,3
895000,2.4,2
625000,23,3
,23,3
1392500,23,5
526000,23,2
345000,14,3
478000,24.7,3
750000,24.7,3
,24.7,3
,24.7,3
,24.7,3
555300,24.7,3
672000,24.7,4
1000000,7.9,2
430000,14.8,3
671000,18,5
,18,4
810000,22.2,4
742000,22.2,4
665000,22.2,3
1180000,12.4,3
746000,12.4,3
,12.4,4
1380000,14.3,4
1508000,14.3,3
,14.3,3
1382000,14.3,3
1110000,16.1,4
1501500,16.1,3
1233000,16.1,3
,28.8,3
,28.8,3
2050000,8.9,4
1930000,8.9,5
818500,27,3
696000,27,3
900000,7.2,2
1390000,7.2,3
,7.2,4
892500,18,5
1001000,18,3
,18,5
610000,18,3
890000,18,5
1050000,18,3
930000,18,4
630000,7.2,2
,7.2,2
,7.2,2
,28.5,3
535000,19.6,4
465000,19.6,3
367000,19.6,3
498000,19.6,3
437000,19.6,3
622000,19.6,3
726000,19.6,4
,7.5,5
520000,7.5,2
,7.5,4
585000,7.5,2
1295000,7.5,4
720000,7.5,3
732500,7.5,2
1635000,7.5,4
485000,7.5,2
980000,7.5,3
840000,7.5,3
1001000,7.5,2
891000,7.5,3
580000,7.5,2
685000,7.5,3
652500,7.5,4
1730000,5.7,4
438000,5.7,2
460000,13.1,3
,13.1,4
570500,13.1,4
,13.1,2
288000,13.1,1
,3.6,2
1315000,3.6,2
,3.6,3
,3.6,3
1210000,3.6,2
1205000,3.4,3
395000,3.4,2
476000,3.4,2
295000,5.1,2
433000,5.1,2
410000,5.1,2
1170000,5.1,2
,15.4,5
650000,15.4,3
850000,15.4,3
696000,38,3
890000,38,3
645000,38,3
830000,38,3
617500,12.9,4
550000,12.9,5
726000,12.9,4
540000,12.9,3
585000,7.3,2
1960000,7.3,5
1700000,7.3,4
,7.3,4
680000,7.3,2
,7.3,3
2225000,7.3,4
,7.3,4
,7.3,4
,7.3,4
1220000,7.3,3
1375000,7.3,3
,7.3,3
920000,7.3,2
,16.7,5
1585000,16.7,4
1661000,16.7,5
920000,16.7,4
,16.7,5
,16.7,3
,16.7,3
1560000,16.7,4
1101000,16.7,3
1225000,16.7,4
1508999,16.7,3
447500,11.2,3
588000,11.2,3
,11.2,3
,11.2,3
695000,11.2,3
420000,11.2,3
,11.2,3
410000,11.2,2
688000,11.2,3
612500,11.2,3
745000,20.4,4
,20.4,3
630000,20.4,4
405000,11.2,2
660000,11.2,3
488000,32.3,3
1050000,13.8,3
1690000,13.8,2
810000,13.8,3
,13.8,2
,13.8,2
1460000,13.8,3
1620000,13.8,3
910000,13.8,3
320000,5.3,1
,5.3,1
,5.3,4
1828500,5.3,2
,5.3,4
400000,5.3,1
1650000,5.3,4
670000,6.2,2
,6.2,3
2381000,6.2,4
1738000,6.2,4
1582000,6.2,2
,6.2,2
,21.3,3
756000,21.3,3
,8.9,2
910000,16,3
1200000,16,3
1393000,16,4
445000,18,3
344000,18,3
614000,18,4
482000,18,4
455000,18.4,3
407500,18.4,4
1262000,12.3,2
880000,12.3,3
1337000,12.3,4
610000,7.8,2
,7.8,3
690000,7.8,2
1535000,7.8,3
,7.8,3
1470000,7.8,4
1486000,7.8,3
1095000,14,4
650000,14.5,4
,14.5,3
627500,15.5,3
740000,11.7,3
650000,10.4,3
1135000,3.4,3
975000,3.4,4
672000,5.4,2
2286000,5.4,4
,5.4,3
,5.4,3
2600000,5.4,5
,5.4,3
1575000,5.4,3
590000,5.4,2
,5.4,5
765000,5.4,2
1507000,5.4,2
1830000,7.3,4
1300000,7.3,3
1880000,7.3,3
,25.2,4
750000,6.4,1
440000,6.4,2
1290000,5.9,2
395000,16.3,3
481000,16.3,3
,16.3,3
497500,16.3,3
540000,14.6,2
725000,12.7,3
728000,6.4,3
741000,6.4,4
600000,6.4,2
695000,6.4,3
935000,6.4,3
2415000,5.9,3
,5.9,2
710000,5.9,2
,5.9,3
566000,5.9,2
1600000,8.4,5
2001000,8.4,4
,4.3,4
460000,4.3,2
530000,11.4,2
430000,11.4,2
1940000,11.4,4
1630000,11.4,3
1350000,11.4,5
,11.4,4
1306000,11.4,3
500000,0,1
750000,0,3
375000,0,1
600000,0,2
,0,4
,0,2
435000,0,1
363500,0,2
240000,31.7,3
,29.8,3
271000,31.7,4
1121000,20,3
,20,5
3033000,20,4
1190000,20,3
,20,3
545000,25.9,3
495000,25.9,4
,17.9,5
552000,17.9,3
705000,17.9,4
936000,17.9,4
1112000,17.2,4
827000,17.2,3
930000,17.2,3
1590000,17.2,4
1310000,10.2,3
540000,10.2,2
712500,16.2,3
940000,16.2,4
750000,6.2,2
1013000,6.2,2
840000,6.2,3
465000,6.2,1
1150000,6.2,4
1900000,6.2,5
890500,6.2,3
2340000,6.2,5
,6.2,1
,14.3,3
905000,14.3,3
1431000,21.5,4
1275000,21.5,4
1188000,21.5,4
1655000,14.2,4
1100000,14.2,3
1635000,14.2,3
1480000,14.2,3
1265000,14.2,4
870000,14.2,3
1250000,14.2,3
1200000,14.2,5
,18.8,3
,18.8,4
1050000,18.8,6
705000,18.8,4
1610000,10.1,4
290000,10.1,1
,10.1,2
910500,10.1,2
546000,34.1,3
923000,6.2,3
1030000,6.2,2
1046000,6.2,3
,6.2,2
840000,10.4,3
990000,1.8,2
,5.3,5
1050000,5.3,3
1010000,5.3,3
2155000,5.3,5
,5.3,2
430000,5.3,2
1278000,15.4,3
,15.4,2
1350000,15.4,4
1160000,11.2,3
925000,11.2,3
475000,11.2,2
,11.2,2
690000,12.3,3
790000,12.3,3
1050000,12.3,3
862000,12.3,4
1190000,12.3,3
1235000,15.5,3
973000,11.4,3
1845000,11.4,4
1535000,11.4,3
2005000,11.4,4
932000,11.4,3
635500,21.5,2
1060000,21.5,3
,21.5,3
307000,1.8,1
2200000,1.8,2
485000,1.8,1
977000,8.5,5
,8.5,2
590000,8.5,3
770000,8.5,3
815000,8.5,3
975000,8.5,3
,3.5,2
2350000,3.5,5
,3.5,3
,4.6,3
,4.6,3
1590000,4.6,3
1200000,4.6,2
1100000,4.6,2
1065000,8.4,2
1200000,8.4,3
798000,8.4,3
850000,8.4,2
1355000,8.4,3
815000,8.4,3
971000,8.4,3
530000,8.4,2
,8.4,3
900000,8.4,3
565000,12,2
605000,12,2
410000,12,3
836000,12,2
635000,12,2
811000,12,4
,12,3
650000,12,2
634000,12,3
,12,2
700000,12,2
,12,4
765000,12,3
440000,12,2
710000,12,3
620000,12,3
715000,12,3
795000,12,3
380000,2.4,1
,2.4,3
680000,2.4,2
1081000,2.4,2
,2.4,2
955000,2.4,2
,2.4,3
860000,2.4,2
,2.4,3
1820000,2.4,3
905000,2.4,2
691000,2.4,2
601000,19.9,3
455000,19.9,2
830000,19.9,3
736000,19.9,3
865000,21.3,4
900000,21.3,4
1020000,21.3,3
690000,21.3,3
550000,19.9,2
260000,23.8,2
,8.9,2
695000,8.9,3
521100,20.6,4
420100,20.6,3
,15.2,3
801000,22.2,4
,5.1,2
780000,5.1,2
880000,5.1,3
1350000,1.9,3
,1.9,4
380000,1.9,1
1026000,1.9,2
2000000,1.9,3
462500,20.5,4
,20.5,4
,20.5,4
1700000,2.7,3
613000,2.7,2
1240000,2.7,2
832000,2.7,2
,2.7,4
693000,2.7,2
551000,2.7,2
740000,2.7,3
2285000,2.7,3
3000000,2.7,3
450000,2.7,1
812500,20.8,3
602000,20.8,4
,14,3
,14,4
,14,3
600000,14,3
616000,14,3
,14,3
,14,4
421000,14,3
920000,5,3
330000,5,1
579000,5,1
,8.2,2
,8.2,3
850000,8.2,3
1150000,8.2,3
1175000,8.2,3
910000,8.2,3
816000,10.5,3
825000,10.5,2
950000,10.5,3
425500,10.5,2
735000,10.5,3
595000,10.5,3
735000,10.5,3
725000,10.5,3
715000,10.5,2
,10.5,3
825000,10.5,3
610000,10.2,2
2003000,10.2,4
831000,10.2,2
,10.2,4
,10.2,4
700000,18,4
505000,18,3
,18,4
630000,18,4
865000,15.5,4
,15.5,4
,15.5,5
2600000,15.5,5
1385000,15.5,4
,15.5,2
,15.5,3
1140000,15.5,5
678000,12.4,2
265000,15.3,2
493000,15.3,3
471000,15.3,3
452000,15.3,3
1200000,7,3
1265000,7,3
1085000,7,2
6250000,4.1,3
4500000,4.1,4
2025000,4.1,4
541000,4.1,1
1550000,4.1,3
2205000,4.1,3
1100000,4.1,2
490000,4.1,2
,4.1,3
1562000,4.3,4
630100,29.3,3
630000,17.2,3
1165000,17.2,5
1100000,17.2,4
,17.2,3
1260000,17.2,4
1415000,17.2,4
,44.2,3
,14.7,3
950000,21.5,4
635000,14.5,3
705000,14.5,3
392000,14.7,3
850000,6.4,4
,6.4,3
620000,6.4,3
1001000,6.4,2
875000,6.4,3
,3.1,3
510000,16.5,3
490000,16.5,3
1002000,16.7,4
925000,16.7,4
940000,16.7,3
985000,16.7,3
1000000,6.8,2
415000,6.8,2
300000,4.6,1
520000,4.6,2
650000,25.5,4
410000,25.5,3
,35.2,3
742000,12.7,3
953000,12.7,4
666300,6.3,2
1217500,6.3,3
,6.3,4
610000,6.3,2
,3,3
830000,10.4,3
,14,4
2000000,3,3
1540000,5.7,3
,5.7,4
730000,11,3
678000,11,3
514000,15.5,3
,12.8,3
,6.3,4
324000,6.3,1
,6.3,3
1640000,4.3,4
1430000,4.3,6
610000,4.3,2
940000,4.3,3
,10.2,3
,10.2,3
1445000,10.2,2
690000,10.2,2
,10.2,3
660000,16.5,4
665000,9.5,3
560500,9.5,3
,37.5,5
2020000,7.9,5
460000,7.9,2
2170000,9.7,4
1310000,9.7,5
,9.7,3
2525000,9.7,4
,9.7,5
3360000,9.7,4
1845000,9.7,3
,23.2,3
1050000,17.3,3
3000000,17.3,4
1250000,17.3,4
1927500,17.3,4
1330000,17.3,4
770000,8.8,3
1327500,11.4,3
1435000,11.4,4
1960000,11.4,5
,11.4,4
1560000,11.4,4
920000,13.8,3
1050000,13.8,3
1560000,13.8,3
1000000,13.8,3
800000,13.8,4
722000,13.8,2
930000,13.8,3
780000,13.8,3
921000,13.8,3
1035000,13.8,4
,35.2,4
,35.2,3
,35.2,3
,17.3,3
1370000,17.3,2
,17.3,4
745500,13.4,2
950000,13.4,4
899000,13.4,3
487000,13.4,2
1205000,13.4,2
600000,13.4,3
1075000,13.4,3
1330000,13.4,5
,13.4,3
1075000,13.4,5
911000,13.4,4
,13.4,4
,13.4,4
850000,13.4,3
,13.4,3
1110000,27,4
1600000,10.9,4
,8.6,3
795000,16.1,3
800000,10.5,2
,10.5,2
4375000,10.5,4
1036000,10.5,2
2100000,10.5,5
1620000,10.3,3
2127000,10.3,4
,10.3,4
940000,10.3,3
402500,14,4
825000,5.2,3
860000,5.2,2
830000,5.2,2
936000,5.2,2
1261000,5.2,3
1045000,5.2,3
510000,4,2
1574000,4,3
711000,5.2,2
910000,5.2,2
1298000,10.8,4
1000000,10.8,4
630000,12.1,4
630000,12.1,4
575000,12.1,3
630000,12.1,3
881000,2.4,2
,10.4,4
,10.4,7
1350000,10.4,2
2250000,7.7,3
,7.7,3
895000,7.7,2
1800000,7.7,3
,7.7,4
1400000,7.7,4
2200000,7.7,3
,1.6,2
2520000,3.5,4
1214000,3.5,3
817500,10.1,2
,10.1,1
1450000,10.1,4
1000000,10.1,3
855000,10.1,2
675000,10.1,2
,10.1,4
390000,34.9,3
1220000,8.7,4
1960000,8.7,4
825000,8.7,2
1262000,8.7,2
,27,4
,17.9,4
805000,17.9,3
850000,17.9,3
1280000,17.9,3
665000,17.9,2
795000,17.9,3
730000,17.5,3
725000,16.7,4
599999,17.5,4
635000,17.5,3
710000,17.5,3
865000,6.7,4
485000,6.7,2
765000,6.7,3
460000,6.7,2
,6.7,2
,6.7,3
1075000,2,3
1470000,2,3
,20.6,3
520000,20.6,4
445000,20.6,4
341000,20.6,3
415000,20.6,3
510000,20.6,4
463000,20.6,3
,20.6,3
760000,23,5
705000,23,4
600000,24.7,3
550000,21.8,3
691000,22.2,4
912000,22.2,4
,12.4,3
1485000,12.4,3
,12.4,3
1190000,12.4,3
1150000,14.3,5
720000,14.3,3
,14.3,4
1100000,14.3,4
645000,14.3,2
945000,14.3,3
1060000,14.3,4
880000,14.3,4
1075000,16.1,4
662500,16.1,3
585000,16.1,2
568000,16.1,2
958000,27,3
890000,27,3
580000,27,2
580000,27,3
1071000,7.2,3
1800000,7.2,3
2345000,7.2,3
741000,7.2,2
950000,18,3
1700000,7.2,3
686000,7.2,2
560000,7.2,2
765000,7.2,2
,19.6,4
480000,19.6,4
382000,19.6,3
800000,7.5,2
1575000,7.5,5
280000,7.5,1
1467000,7.5,4
770000,7.5,3
446000,7.5,2
890000,7.5,2
615000,13.1,4
,13.1,3
2200000,2.1,3
1275000,3.6,3
,3.6,3
1141000,3.6,3
,3.6,3
250000,3.4,1
815000,3.4,3
375000,5.1,1
615000,5.1,2
,15.4,3
680000,38,5
461000,38,4
435000,38,3
605000,12.9,4
,7.3,3
,7.3,3
,7.3,3
,7.3,3
,16.7,3
1325000,16.7,4
,16.7,4
,16.7,5
,16.7,4
,16.7,3
,16.7,3
846000,16.7,3
920000,16.7,3
545000,11.2,3
570000,11.2,3
525000,11.2,3
700000,12.9,3
485000,12.9,3
780000,16.1,3
760000,16.1,3
820000,16.1,4
751500,20.4,5
563000,20.4,4
450000,20.4,3
510000,11.2,3
,13.8,2
1225000,13.8,3
3950000,5.3,5
,5.3,4
735000,6.2,3
2920000,6.2,4
,6.2,3
750000,8.9,3
1115000,8.9,4
650000,8.8,2
890000,8.8,5
650000,8.8,3
620000,8.8,2
497500,8.8,2
360000,8.8,2
1206000,16,4
921000,16,3
705000,16,3
1235000,16,3
850000,18,7
685000,18,5
460000,18,4
455000,12.3,2
936000,12.3,3
420000,7.8,1
750000,7.8,3
460000,7.8,2
,7.8,3
280000,14,2
425000,14,3
530000,14.5,3
470000,15.5,4
570000,11.7,3
630000,11.7,3
780000,11.7,3
762000,11.7,5
835000,11.7,4
705000,11.7,3
812000,3.4,2
1900000,3.4,5
,5.4,5
2650000,5.4,5
950000,5.4,2
972500,5.4,3
2081000,7.3,4
1080000,25.2,5
592000,26,3
510000,16.3,3
540000,16.3,3
550000,16.3,4
,16.3,3
910000,14.6,4
900000,14.6,4
,12.7,4
555000,12.7,3
349000,6.4,2
1437000,5.9,3
1915000,8.4,3
1690000,8.4,4
1320000,8.4,3
