TARGET,AMT_INCOME_TOTAL,AMT_CREDIT
0,49500,900297
0,180000,675000
0,157500,862560
1,202500,314100
0,112500,254700
0,202500,675000
0,225000,754740
0,315000,254700
0,180000,675000
0,180000,1480500
0,103500,755190
0,135000,378117
0,360000,508495.5
0,180000,485640
0,180000,431280
0,180000,1288350
0,135000,331632
0,202500,312840
0,45000,199467
0,112500,203760
0,225000,562491
0,135000,675000
0,49500,247500
0,67500,450000
0,90000,225000
0,225000,622413
0,121500,225000
0,162000,526491
0,67500,227520
1,112500,225000
0,99000,547344
1,135000,679500
0,157500,752553
0,225000,1169820
0,135000,900000
0,135000,247675.5
0,135000,284400
1,135000,302341.5
0,85500,952335
0,112500,474048
0,135000,1223010
0,157500,931500
0,135000,448056
0,90000,810000
0,270000,1223010
0,99000,313438.5
0,180000,1988667
0,360000,781920
0,247500,673875
0,180000,397017
0,157500,1021707
0,171000,549000
0,180000,640764
1,189000,544491
0,135000,1288350
0,126000,382500
0,67500,373311
0,144000,640080
0,171000,1125000
0,81000,161730
0,157500,668304
0,45000,152820
0,135000,814041
0,175500,354276
0,157500,361462.5
0,215550,1125000
1,148500,537669
0,314100,1061599.5
0,360000,975771
0,135000,354645
0,90000,213934.5
0,270000,521280
0,171000,263686.5
0,315000,765000
0,90000,295668
0,180000,545040
0,171000,454500
0,270000,540000
0,135000,1231663.5
0,135000,101880
0,63000,829584
0,112500,679500
0,117000,220500
0,135000,555273
0,450000,1546020
0,135000,770292
0,171000,1787283
0,63000,71955
0,202500,601470
0,202500,640080
0,112500,180000
0,121500,810000
0,225000,1255680
0,157500,450000
0,103500,225000
0,153000,545040
0,117000,380533.5
0,157500,743031
0,166500,781920
0,103500,521280
0,225000,148365
1,58500,539100
0,90000,970380
1,247500,770913
0,211500,563341.5
0,90000,544491
0,112500,781920
0,67500,512064
1,112500,599778
0,153000,1125000
0,180000,814041
0,180000,302206.5
0,360000,450000
0,180000,679500
0,135000,1270746
0,135000,472500
0,90000,697500
0,270000,1096020
0,135000,808650
0,247500,675000
0,274500,720000
0,130500,472500
1,180000,781920
0,90000,225000
0,99000,900000
0,360000,1359715.5
0,112500,202500
0,180000,601470
0,135000,45000
1,90000,161730
0,180000,905688
0,180000,254700
0,180000,1007761.5
0,225000,1080000
0,90000,593010
0,135000,675000
0,67500,143910
0,157500,1800000
0,112500,840951
0,270000,720000
0,90000,824823
1,189000,1125000
0,148500,1125000
0,135000,1024740
0,90000,545040
0,90000,675000
1,81000,448056
0,157500,450000
0,180000,500427
0,157500,207396
0,157500,339633
0,190350,521280
0,180000,640080
0,90000,156384
0,270000,1762110
0,90000,67500
0,112500,544491
0,76500,545040
0,112500,247500
0,157500,253737
0,112500,539100
0,270000,1166724
0,193500,284400
0,63000,975771
0,225000,254700
0,202500,1305000
0,247500,1223010
0,121500,270000
0,225000,1293502.5
0,1350000,675000
0,90000,56880
0,189000,269550
0,263250,2475000
0,292500,514777.5
0,76500,202500
0,202500,450000
0,112500,545040
0,135000,515529
0,117000,269550
0,135000,144000
0,90000,755190
0,67500,440064
1,112500,301464
0,67500,512064
0,202500,921330
0,175500,1024740
0,90000,270000
0,180000,252000
0,90000,454500
0,135000,855000
1,90000,450000
0,144000,1024740
0,67500,270126
0,67500,403249.5
0,157500,787131
0,225000,168102
1,112500,327024
0,67500,239850
0,189000,450000
0,112500,945000
0,202500,728460
0,121500,199467
0,270000,971280
0,126000,781920
0,135000,675000
0,157500,533304
0,135000,1111914
0,315000,254700
0,135000,1160973
1,180000,314055
0,135000,532494
0,135000,474363
0,157500,900000
0,112500,486531
0,180000,888840
0,292500,641799
0,90000,307944
0,324000,1288350
0,157500,781920
0,45000,225000
0,157500,254700
0,315000,607500
0,225000,622413
0,54000,135000
0,450000,1288350
0,180000,781920
0,112500,225000
0,270000,1084500
0,180000,709866
0,441000,900000
0,81000,178776
0,238500,450000
0,135000,808650
0,157500,1183963.5
0,180000,521280
0,315000,1350000
0,144000,331632
0,270000,243000
0,70650,284400
0,121500,855000
0,63000,284400
0,180000,969579
0,126000,225000
0,360000,1288350
0,270000,679500
0,135000,715500
0,166500,585000
0,270000,196677
0,292500,675000
0,270000,314100
0,54000,135000
0,166500,333337.5
0,247500,1258650
0,108000,187704
0,202500,679500
0,90000,180000
0,225000,1422000
0,180000,234324
0,315000,1129500
0,360000,1762110
0,90000,276277.5
0,81000,202500
0,112500,1350000
0,126000,589045.5
0,180000,450000
0,225000,450000
0,115650,454500
0,184500,1065681
0,180000,270000
0,135000,900000
0,67500,143910
0,90000,808650
0,126000,382500
0,90000,123637.5
0,157500,521280
0,121500,167076
0,225000,270000
0,135000,263686.5
0,157500,344043
0,112500,733315.5
0,247500,918000
0,135000,1003500
0,202500,358213.5
0,216000,675000
0,351000,1724220
0,225000,225000
0,202500,900000
1,292500,942300
0,135000,270000
0,76500,225000
0,81000,265500
0,247500,675000
1,270000,675000
0,180000,448299
0,382500,1744398
0,135000,63000
0,315000,803259
0,126000,553806
0,261000,450000
0,157500,423000
0,135000,547344
0,76500,119925
1,112500,486459
0,225000,356580
0,157500,270000
0,67500,271066.5
0,180000,1635120
0,225000,945000
0,157500,314100
0,90000,268659
0,81000,450000
0,135000,675000
0,112500,247500
1,90000,247500
0,270000,675000
0,216000,711000
0,180000,1256400
1,99000,545040
0,63000,270000
0,157500,697500
0,180000,447768
0,72000,364896
0,157500,631332
0,247500,2025000
0,67500,508495.5
0,54000,157500
0,225000,163008
0,81000,91692
0,135000,641173.5
0,112500,164952
0,54000,900000
0,171000,1288350
0,225000,1223010
0,202500,454500
0,81000,343800
0,90000,942300
0,225000,1046142
0,67500,123993
0,126000,675000
0,234000,512064
0,112500,314100
0,135000,625716
1,157500,545040
0,495000,835380
0,225000,1164667.5
0,46044,1024740
0,180000,119925
0,112500,545040
0,90000,302544
0,135000,1350000
0,112500,585000
0,261000,441000
0,112500,178290
0,171000,260640
0,81000,135000
0,112500,508495.5
0,157500,373500
0,135000,582768
0,112500,1036530
0,450000,239850
0,112500,450000
0,148500,720000
0,135000,1350000
0,63000,163008
0,238500,810378
0,135000,218016
0,225000,900000
0,225000,331920
0,130500,990000
0,135000,450000
0,202500,545040
0,315000,521280
0,180000,1080000
0,121500,157500
0,157500,733500
0,337500,1379376
1,90000,283500
0,180000,66222
0,225000,931500
1,54000,254700
0,144000,337500
0,112500,417024
0,112500,1192500
0,189000,315000
0,180000,1345500
0,90000,314100
0,202500,450000
0,315000,1065433.5
0,135000,369720
0,157500,348826.5
0,112500,337500
0,225000,1228432.5
0,225000,900000
0,90000,536917.5
0,90000,193392
0,180000,450000
0,112500,576072
0,202500,1350000
0,135000,715095
0,126000,450000
1,162000,533304
0,135000,635962.5
0,337500,1288350
0,225000,180000
1,400500,1113840
0,112500,270000
0,117000,342000
0,126000,553806
0,135000,247500
0,157500,1288350
0,78750,343800
0,171000,1099350
0,450000,1885536
0,157500,550980
0,90000,612612
0,225000,314100
0,270000,225000
1,202500,1762110
0,180000,864000
1,157500,781920
1,135000,277969.5
0,117000,526491
0,202500,508495.5
0,202500,402993
0,126000,679500
0,180000,1546020
0,40500,215640
0,157500,254700
1,112500,202500
0,81000,558000
0,225000,117162
0,225000,1078200
0,112500,180000
0,90000,135000
0,135000,508495.5
0,225000,504000
0,112500,675000
0,405000,696528
0,171000,270000
0,99000,180000
0,382500,1800000
1,225000,288873
0,144000,270000
0,135000,225000
0,202500,1078200
0,218700,1515415.5
0,337500,1724688
0,202500,728460
0,180000,239850
0,57559.5,157500
0,94500,808650
0,135000,720000
0,225000,197820
0,135000,270000
0,270000,1963494
0,157500,904500
0,135000,787131
0,72000,781920
0,90000,495000
0,225000,1096020
0,112500,270000
0,135000,343800
0,135000,180000
0,90000,500211
0,225000,640080
0,270000,450000
1,81000,90000
0,94500,239850
0,225000,1215000
0,135000,808650
0,157500,545040
0,202500,849415.5
0,112500,1256400
0,202500,1391418
0,202500,276277.5
0,225000,797557.5
0,144000,1256400
0,135000,1800000
0,180000,215640
0,157500,339948
0,108000,657702
0,157500,765261
0,270000,1125000
1,112500,545040
0,315000,270000
0,112500,337500
1,157500,450000
0,99000,675000
0,166500,640080
1,135000,479974.5
0,45000,145557
1,67500,497520
0,112500,526491
0,225000,239850
0,112500,273636
0,112500,555273
0,328500,373500
0,180000,728460
0,157500,746280
1,54000,271957.5
0,112500,148500
1,90000,360000
0,135000,337500
0,135000,900000
0,202500,801234
0,180000,254700
0,99000,553806
0,270000,701730
0,202500,780363
1,180000,824823
1,90000,900000
0,90000,1078200
0,94500,180000
0,162000,873000
0,225000,545040
0,225000,640080
0,90000,518562
0,135000,1283058
0,112500,193572
0,90000,474048
0,81000,1350000
1,112500,312768
0,193500,497520
0,247500,509922
0,121500,180000
1,180000,225459
0,63000,269550
0,135000,509400
0,54000,675000
0,540000,790830
0,202500,814500
0,247500,518562
0,211500,810000
0,202500,405000
0,157500,312768
0,112500,540000
0,202500,770292
0,225000,675000
1,270000,855000
0,112500,428854.5
0,202500,180000
0,90000,1125000
1,337500,402214.5
0,180000,225000
1,112500,948582
0,112500,835380
1,135000,1002726
0,67500,95940
0,112500,787131
0,45000,864000
0,90000,202500
0,171000,167895
1,180000,545040
0,180000,1004089.5
0,112500,562491
1,67500,247986
0,99000,203760
0,180000,270000
0,126000,1024740
0,157500,225000
0,180000,352044
0,112500,900000
0,135000,405000
0,360000,1971072
0,112500,521280
0,166500,720000
0,184500,1847700
0,157500,172021.5
0,225000,376920
0,270000,1185282
0,202500,808650
0,301500,1762110
1,81000,135000
0,225000,1797354
0,90000,247500
0,90000,247500
0,135000,485190
1,112500,180000
0,202500,495000
0,72000,612612
0,180000,522000
0,67500,225000
0,247500,916470
0,225000,405000
0,90000,679500
1,66150,544491
0,337500,1061599.5
0,162000,506925
1,202500,360000
0,180000,497520
0,157500,450000
0,103500,254700
0,90000,450000
0,360000,722430
0,270000,239850
0,180000,389844
1,157500,254700
0,270000,1006920
0,90000,102384
0,135000,509400
0,360000,545040
0,76500,647046
0,90000,276277.5
0,112500,781920
0,112500,199152
0,135000,990000
0,202500,239787
0,189000,225000
0,112500,57564
0,270000,935626.5
1,180000,676278
0,225000,1078200
0,180000,203760
0,121500,810000
0,103500,180000
0,202500,1058197.5
0,450000,900000
0,112500,497520
0,157500,548770.5
1,112500,619254
0,90000,402214.5
0,225000,396706.5
0,90000,675000
0,180000,541323
0,225000,900000
0,54000,153504
0,152334,265500
0,90000,450000
0,162000,497520
0,117000,545040
0,112500,343800
0,112500,267102
0,494100,278613
0,72000,80865
0,157500,490495.5
0,315000,942300
0,207000,497520
0,135000,495216
0,135000,640080
1,112500,270000
0,180000,662026.5
0,193500,518562
0,315000,298467
0,315000,1534500
0,135000,886176
0,180000,315666
0,189000,1190385
1,135000,308461.5
0,157500,675000
0,225000,135000
0,135000,954000
0,216000,450000
0,67500,270000
0,94500,135000
0,135000,450000
0,72000,292500
0,117000,582228
0,213750,1130548.5
1,112500,720000
0,112500,261000
0,180000,1018899
0,45000,454500
0,225000,752742
0,157500,381528
0,180000,1155226.5
0,270000,545040
0,135000,101880
0,225000,312840
0,540000,1288350
0,112500,450000
0,225000,469152
0,144000,276277.5
0,292500,706410
0,90000,135000
0,180000,508495.5
0,119250,1170000
0,135000,1288350
0,225000,780363
0,94500,251091
0,157500,454500
1,135000,180000
0,157500,354519
0,90000,72000
0,315000,1006920
0,675000,1256400
0,121500,675000
0,225000,1185282
0,270000,922716
0,103500,270000
0,270000,755190
0,157500,452385
0,157500,896647.5
0,81000,127350
0,202500,521280
0,166500,808650
0,180000,247275
0,202500,381528
0,126000,292500
0,157500,354469.5
0,135000,1724688
0,81000,180000
0,90000,81549
0,135000,675000
0,202500,509922
0,225000,641173.5
0,225000,983299.5
0,180000,592560
0,180000,324216
0,135000,675000
0,112500,432567
0,67500,343800
0,202500,707287.5
0,135000,555273
0,135000,691020
0,157500,127350
0,135000,495985.5
0,108000,900000
0,247500,663093
0,180000,585000
0,180000,481495.5
0,144000,1125000
0,67500,450000
0,130500,1125000
0,54000,143910
0,315000,243000
0,135000,213948
0,112500,810378
0,157500,135000
0,202500,675000
0,112500,225000
0,58500,229500
0,180000,830214
0,103500,824823
0,112500,1113840
0,153000,270000
0,112500,270000
0,135000,225000
1,157500,646920
0,180000,1288350
0,112500,647046
0,54000,932643
0,337500,566055
0,360000,900000
0,90000,318528
0,112500,284400
0,135000,237024
0,112500,378000
0,184500,508495.5
0,54000,302206.5
0,135000,862560
0,90000,270000
0,54000,143910
0,135000,225000
0,112500,619965
0,225000,297130.5
0,81000,251091
0,270000,717021
0,202500,936000
0,135000,663093
0,171000,164952
0,67500,260568
0,90000,258709.5
0,202500,545040
0,76500,247500
0,54000,225000
0,83700,824823
0,585000,622575
0,108000,202500
0,157500,490495.5
0,247500,1125000
0,337500,900000
0,157500,292500
0,112500,193959
0,225000,1255680
0,157500,615109.5
0,270000,276313.5
0,135000,254700
0,90000,1264428
0,112500,346500
0,202500,612000
0,90000,180000
0,90000,225000
0,76500,247275
0,270000,1483650
0,81000,640080
1,225000,1483650
0,216000,545040
0,135000,961146
0,225000,2085120
0,135000,545040
0,214200,529348.5
0,67500,191880
1,90000,781920
0,202500,481495.5
0,675000,810000
0,94500,1078200
0,225000,473760
0,171000,900000
0,112500,225000
0,225000,985603.5
1,135000,532494
0,247500,458460
0,180000,315000
0,90000,1130760
0,117000,647046
0,270000,900000
0,540000,979717.5
0,675000,1350000
0,292500,948055.5
0,85500,270000
1,135000,1339884
0,225000,255960
0,180000,900000
1,135000,152820
0,121500,454500
0,135000,848745
0,185400,848745
0,145192.5,135000
0,180000,331920
1,135000,1096020
0,112500,269550
0,261000,448056
0,90000,247500
0,225000,338832
0,94500,528633
0,177300,324000
1,202500,781920
0,126000,225000
0,360000,557424
0,67500,495000
0,112500,270000
0,135000,346392
0,135000,270000
0,247500,252531
0,202500,494118
0,63000,625536
0,135000,254700
0,189000,808650
0,157500,490495.5
0,180000,270000
0,144000,295776
1,225000,288000
0,67500,755190
0,112500,675000
0,90000,369720
0,180000,1288350
0,99000,1024290
0,135000,697500
0,108000,225000
0,202500,855000
0,247500,747000
0,96961.5,239850
0,162000,256500
0,180000,270000
0,135000,675000
0,112500,1193580
0,90000,270000
0,112500,675000
0,112500,239850
0,103500,549000
0,166500,679671
0,112500,1078200
0,157500,331920
0,225000,135000
0,112500,255960
0,135000,314100
0,121500,787131
1,243000,630000
0,135000,675000
0,144000,263686.5
0,157500,1125000
1,216000,621000
1,135000,314055
0,90000,592560
0,171000,900000
0,180000,640080
0,45000,207396
0,157500,993082.5
0,180000,706410
1,43200,533304
0,202500,1350000
0,76500,808650
1,135000,1288350
1,135000,270000
0,157500,260640
0,157500,535500
0,292500,981162
0,112500,157500
0,157500,276277.5
0,225000,497520
0,405000,1154565
0,450000,1575000
0,180000,1226511
0,135000,675000
0,112500,135000
0,157500,270000
0,180000,1130760
0,135000,270000
0,360000,679500
0,103500,85500
0,270000,526491
0,76500,409716
0,225000,1185120
0,157500,270000
0,189000,604152
0,94500,291384
0,270000,526491
0,180000,1506816
0,315000,1125000
0,360000,1436850
1,90000,180000
0,148500,675000
0,112500,284400
0,225000,900000
1,99000,595903.5
0,225000,945000
0,90000,270000
0,180000,170640
1,202500,180000
0,225000,1113840
0,99000,283585.5
0,166500,1035000
0,180000,239850
0,112500,490500
0,90000,450000
0,135000,254700
0,157500,361998
0,85500,545040
0,99000,942300
1,112500,337500
0,360000,1971072
0,180000,781920
0,157500,239850
0,450000,1389204
0,202500,814041
0,292500,900000
0,202500,970380
0,90000,203760
0,94500,284400
0,157500,722430
0,171000,675000
0,135000,495000
0,171000,1161360
0,202500,284400
0,765000,675000
0,180000,384273
1,81000,331834.5
0,225000,1293502.5
0,135000,152820
0,270000,675000
0,202500,337761
0,189000,545040
0,180000,509922
0,180000,971280
1,225000,364500
0,72000,247500
0,225000,993082.5
0,247500,754740
0,103500,144000
1,135000,545040
0,90000,533304
0,135000,193500
0,135000,296280
0,112500,675000
0,180000,679441.5
0,328500,352422
0,49500,595273.5
0,112500,270000
0,112500,755190
0,112500,1078200
0,202500,639387
0,112500,247500
0,90000,840996
0,90000,1078200
0,135000,183384
0,585000,631332
0,225000,183784.5
0,112500,866916
0,202500,284400
0,126000,254700
0,99000,273636
0,112500,325908
0,90000,103500
0,112500,536917.5
0,157500,1467612
0,180000,1078200
0,90000,808650
0,360000,1971072
0,103500,900000
0,270000,500490
0,315000,998010
0,202500,659610
0,135000,444420
0,315000,1381113
0,135000,309073.5
0,67500,45000
0,202500,361462.5
0,90000,202500
0,135000,382500
0,87750,305955
0,90000,265851
0,162000,495000
0,189000,1642500
0,157500,852088.5
0,67500,276903
0,135000,405000
0,157500,361998
0,157500,414792
0,360000,1117651.5
0,225000,755190
1,99000,454500
1,225000,221832
0,67500,326664
0,247500,585000
0,450000,723996
0,256500,855000
0,112500,814041
0,85500,801000
1,270000,675000
0,112500,566055
0,180000,675000
0,121500,397881
0,112500,693000
0,112500,521280
0,387000,573408
0,337500,781920
0,202500,781920
0,162000,1800000
0,157500,568858.5
0,63000,117162
0,675000,1546020
1,135000,805536
0,189000,542133
0,157500,405000
0,112500,835380
0,157500,1506816
0,360000,1206954
0,135000,312840
0,157500,220032
0,180000,1575000
0,49500,134775
0,112500,454500
0,112500,517500
0,112500,688500
0,112500,592560
0,76500,814041
0,135000,755190
1,121500,71955
1,189000,746280
0,157500,327024
0,225000,656361
0,78750,180000
0,135000,1260000
0,135000,225000
0,112500,229500
0,202500,225000
0,117000,1125000
0,157500,755190
0,112500,743031
0,180000,528633
0,135000,157500
0,270000,450000
0,135000,331632
0,306000,1971072
0,270000,781920
0,112500,225000
0,99000,679500
0,126000,570708
1,157500,1563291
0,155250,440784
0,135000,544491
0,90000,288873
0,157500,315000
0,202500,808650
0,135000,314100
0,360000,1755000
0,112500,545040
0,90000,675000
0,225000,598500
0,63000,191880
0,354879,445500
0,58500,203760
0,202500,519637.5
0,112500,247500
1,202500,1166724
0,112500,208854
0,135000,545040
0,306000,646920
0,225000,630000
0,126000,266652
0,117000,547344
0,112500,594121.5
0,180000,1288350
0,135000,592560
0,90000,358443
0,198000,545040
0,184500,900000
0,63000,143910
0,157500,720000
0,157500,1288350
0,157500,521280
0,45000,225000
0,126000,776254.5
0,202500,180000
0,45000,119925
0,135000,270000
0,112500,328405.5
0,136350,427500
0,112500,508495.5
0,270000,1006920
0,81000,783927
1,202500,728460
0,135000,101880
0,180000,450000
0,180000,373500
0,126000,528939
0,180000,1800000
0,157500,780363
0,90000,495000
0,283500,316125
0,90000,808650
0,112500,135000
0,225000,852088.5
0,135000,271066.5
0,67500,137538
0,405000,1006920
0,202500,707287.5
0,180000,117162
1,90000,389844
1,135000,348264
0,157500,900000
0,90000,270000
1,180000,810000
0,450000,616846.5
0,360000,835380
0,117985.5,568800
0,121500,234324
0,90000,922500
0,121500,867951
0,135000,358443
0,450000,1350000
0,180000,1350000
0,112500,518562
0,126000,1506816
0,157500,942300
0,112500,460858.5
0,342000,746280
0,157500,675000
0,135000,405000
0,135000,405000
0,135000,1515415.5
0,112500,760225.5
0,202500,254700
0,162000,107820
1,108000,225000
0,256500,1125000
0,90000,675000
0,126000,1125000
0,112500,536917.5
0,112500,787131
0,67500,180000
0,58500,225000
0,67500,341280
0,45000,110331
0,85500,521280
0,67500,180000
0,112500,270000
0,112500,270000
0,129150,521280
0,225000,405000
0,90000,661500
0,202500,545040
1,630000,719860.5
0,112500,808650
0,90000,110331
0,157500,299772
0,202500,380533.5
0,135000,270000
0,270000,2182500
0,157500,284400
0,121500,284400
0,54000,188685
1,90000,641529
0,90000,247500
1,112500,942300
0,90000,316125
0,135000,76410
1,67500,225000
0,126000,254700
0,225000,1436850
1,202500,781920
0,72000,679500
0,225000,1436850
0,90000,497520
0,162000,945000
0,202500,781920
0,270000,225000
0,117000,180000
0,270000,2121133.5
0,270000,852088.5
0,135000,843088.5
0,202500,1125000
1,67500,202500
0,157500,568908
0,247500,913500
0,292500,1777500
0,112500,675000
0,450000,1223010
0,270000,1800000
0,157500,601474.5
0,202500,1312110
0,207000,203760
0,225000,715095
0,450000,187659
0,67500,229500
0,135000,253737
0,135000,270000
0,67500,353241
0,180000,675000
1,225000,634482
0,112500,1350000
0,270000,855000
0,126000,299250
0,112500,256167
0,135000,814041
0,112500,50940
0,157500,270000
0,112500,180000
0,99000,589500
0,315000,810000
0,292500,790830
0,315000,270000
0,135000,900000
0,112500,107820
0,157500,724500
1,135000,135000
0,189000,1046142
1,405000,1078200
0,270000,225000
0,202500,675000
0,450000,1460691
0,180000,1227901.5
0,90000,621000
1,54000,180000
0,360000,437877
0,225000,790830
0,58500,148365
0,157500,536917.5
0,382500,760225.5
0,157500,1125000
0,337500,733500
0,112500,272520
0,90000,202500
0,205200,679500
0,144000,798777
0,225000,485190
0,135000,760225.5
0,180000,900000
0,90000,302341.5
0,54000,835380
0,180000,675000
0,225000,270000
0,135000,450000
0,180000,315000
0,144000,582768
0,180000,225000
0,135000,152820
0,315000,270000
0,63000,178290
0,157500,203760
0,202500,225000
0,180000,1467612
0,99000,197820
0,135000,942300
0,63000,202500
0,135000,521280
0,225000,331632
0,202500,720000
0,180000,1035832.5
0,90000,202500
0,112500,523597.5
0,225000,561384
0,315000,473841
0,270000,585000
0,225000,328405.5
0,180000,913500
0,180000,545040
0,90000,298512
0,157500,900000
0,45900,130320
0,405000,485640
1,360000,900000
0,130500,1193580
0,225000,1024740
1,180000,139405.5
0,157500,997335
0,157500,517500
0,157500,675000
0,90000,170640
0,193500,1256400
0,112500,521280
0,112500,225000
0,144000,1125000
0,90000,103500
0,126000,270000
0,450000,545040
0,184500,990432
0,450000,1389204
0,135000,1024740
0,135000,1686591
0,180000,1256400
0,306000,1696662
0,112500,119893.5
0,135000,270000
0,261000,497520
0,112500,284256
1,97915.5,122256
0,207000,790830
0,153000,755190
0,135000,814041
0,135000,270000
0,202500,251280
0,121500,539100
0,58500,148365
0,180000,473760
0,157500,945000
1,67500,700830
0,157500,1288350
0,180000,675000
0,270000,1735902
0,274500,900000
0,135000,521280
0,202500,414792
0,135000,630000
0,112500,550080
0,292500,1078200
1,135000,302076
0,270000,1125000
0,135000,490536
1,270000,315000
0,117000,328405.5
0,157500,1779030
0,112500,1125000
0,153000,242595
0,157500,385164
0,54000,199080
1,90000,675000
0,49500,390960
0,112500,900000
1,90000,180000
0,225000,104256
0,40500,76410
0,225000,1260000
0,135000,85500
0,225000,1350000
0,157500,808650
0,202500,247500
0,675000,1350000
0,67500,180000
0,202500,232344
0,103500,254700
0,54000,272520
0,144000,213588
0,112500,348826.5
0,157500,526491
0,112500,175500
0,211500,900000
0,112500,1058148
0,180000,180000
0,225000,206280
0,202500,158301
0,450000,495000
0,292500,1350000
0,180000,595903.5
0,225000,369720
0,234000,675000
0,112500,195543
0,54000,291384
0,157500,675000
0,180000,863226
0,45000,675000
0,315000,1147257
0,180000,601470
0,135000,640080
0,90000,900000
0,90000,157050
0,112500,1078200
0,96750,454500
0,247500,414000
0,112500,152820
0,90000,135000
0,67500,513531
0,90000,180000
0,90000,239850
0,90000,1003500
0,198000,484789.5
0,67500,282690
0,225000,1314117
0,135000,291915
0,157500,1924587
0,112500,355500
0,270000,675000
0,135000,1125000
0,112500,1325475
0,180000,225000
1,90000,521280
0,270000,720000
0,202500,1134000
0,315000,678456
0,54000,536917.5
1,81000,152820
0,225000,521280
0,306000,808650
0,90000,490495.5
0,112500,180000
0,112500,538704
0,117000,271066.5
0,135000,331834.5
0,90000,808650
0,135000,691020
0,67500,98910
0,171000,269550
0,180000,90000
0,180000,254700
0,135000,781695
0,180000,584014.5
0,135000,755190
0,225000,427500
0,117000,447768
0,202500,913500
0,112500,225000
0,108000,286704
0,450000,1350000
0,135000,557005.5
0,135000,453514.5
0,187650,1575000
0,85500,900000
0,202500,1687266
0,234000,536917.5
0,292500,629325
0,211500,781920
0,112500,971280
0,157500,679500
0,90000,450000
0,225000,1309500
0,216000,254700
0,112500,135000
0,202500,1125000
0,225000,1746684
0,405000,1546020
0,90000,276277.5
0,157500,598500
0,157500,900000
0,90000,247500
0,81000,225000
0,216000,1762110
0,67500,202500
0,135000,327024
0,90000,270000
0,135000,640080
0,112500,808650
0,112500,454500
0,360000,878733
0,166500,225000
0,157500,540000
0,234000,760225.5
0,135000,1193580
0,171000,707287.5
0,158850,675000
1,135000,916470
1,157500,292500
0,135000,1575000
0,270000,1436850
0,112500,651600
0,112500,326439
0,90000,545040
0,112500,413235
0,90000,254700
0,90000,135000
0,112500,450000
1,180000,333621
0,202500,239850
0,135000,284400
0,117000,640080
0,157500,314100
0,270000,1483231.5
0,202500,1027327.5
0,90000,630000
0,135000,180000
0,90000,479578.5
0,112500,95940
1,270000,1611072
0,135000,729792
0,135000,824823
0,189000,598486.5
0,202500,814041
0,135000,1305000
0,882000,900000
0,328500,579195
0,225000,810000
0,270000,601677
0,180000,526500
0,247500,526491
0,112500,331834.5
0,133650,254700
0,202500,352044
0,247500,640080
0,180000,251091
0,157500,288873
0,90000,388512
0,292500,675000
0,135000,247500
0,270000,550080
0,67500,263340
0,112500,630000
1,108000,814041
0,292500,948816
0,157500,135000
0,202500,808650
0,135000,755190
0,225000,364896
0,112500,269550
1,152415,213156
0,157500,616261.5
0,99000,247500
0,247500,454500
0,121500,499221
0,162000,797557.5
0,59850,675000
0,180000,943425
0,270000,517500
0,180000,157500
0,135000,454500
0,112500,390960
0,162000,454500
0,180000,317443.5
0,337500,521280
0,225000,568858.5
0,121500,675000
1,90000,690048
0,112500,604152
0,202500,544491
1,270000,225000
0,337500,2345760
0,202500,810000
0,180000,790434
0,180000,450000
0,157500,555273
0,202500,1078200
0,103500,1552500
0,337500,1484181
0,162000,142632
0,229500,1046142
0,112500,677664
0,72000,808650
0,270000,594261
0,180000,850500
0,135000,343800
0,121500,536917.5
1,67500,536917.5
0,135000,405000
0,58500,286704
1,328500,1096020
0,157500,706410
0,180000,536917.5
0,117000,283585.5
0,225000,121500
0,148500,835380
0,900000,323388
0,189000,1006920
0,450000,2013840
1,112500,508495.5
1,90000,284400
0,40500,242595
0,135000,497520
0,195750,891126
0,135000,942300
0,135000,270000
0,67500,193392
0,225000,1687266
0,270000,270000
0,157500,225000
0,135000,284400
0,450000,1762110
0,292500,729922.5
0,238500,900000
1,157500,675000
0,67500,248760
0,225000,808650
1,157500,468733.5
0,112500,552555
0,252000,450000
0,58500,205789.5
0,112500,364428
0,270000,540000
0,157500,701730
0,337500,260568
0,67500,246357
0,135000,500490
1,81000,384048
1,184500,412942.5
1,180000,835506
0,157500,625536
0,103500,360000
0,405000,1546020
0,126000,1078200
0,157500,1009566
0,112500,239850
0,315000,580095
0,157500,1237684.5
1,135000,239850
0,238500,157500
0,135000,675000
0,157500,198666
1,310500,247275
0,270000,295452
0,121500,215640
0,171000,545040
0,117000,225000
0,112500,276277.5
0,315000,1125000
0,225000,1113840
0,58500,143910
0,180000,481500
1,148500,888840
0,58500,155965.5
0,101250,675000
0,67500,292500
1,202500,1675413
0,67500,101880
0,157500,180000
0,135000,254700
0,67500,270000
0,225000,679500
0,135000,381096
0,135000,270000
0,90000,668304
0,135000,331834.5
0,675000,1928304
0,126000,1575000
0,99000,95940
0,112500,900000
0,76500,390960
0,112500,720000
0,90000,472500
0,135000,215640
0,135000,555273
1,135000,254700
0,180000,382500
0,180000,343800
0,67500,112068
0,135000,225000
0,76500,247275
0,126000,495351
0,270000,180000
0,90000,521280
0,225000,1078200
1,135000,284400
1,252000,835380
0,234000,891126
0,135000,497520
0,90000,545040
0,135000,781920
0,72000,76410
0,157500,904500
0,252000,900000
0,72000,651595.5
1,112500,544068
0,144000,450000
0,45000,128583
